iter	Passed	Remaining
591	63	43
592	63	43
593	63	43
594	63	43
595	63	43
596	63	43
597	63	42
598	64	42
599	64	42
600	64	42
601	64	42
602	64	42
603	64	42
604	64	42
605	64	42
606	64	42
607	64	41
608	65	41
609	65	41
610	65	41
611	65	41
612	65	41
613	65	41
614	65	41
615	65	41
616	65	40
617	66	40
618	66	40
619	66	40
620	66	40
621	66	40
622	66	40
623	66	40
624	66	40
625	66	39
626	67	39
627	67	39
628	67	39
629	67	39
630	67	39
631	67	39
632	67	39
633	67	39
634	67	39
635	68	38
636	68	38
637	68	38
638	68	38
639	68	38
640	68	38
641	68	38
642	68	38
643	68	38
644	68	37
645	69	37
646	69	37
647	69	37
648	69	37
649	69	37
650	69	37
651	69	37
652	69	37
653	69	37
654	70	36
655	70	36
656	70	36
657	70	36
658	70	36
659	70	36
660	70	36
661	70	36
662	70	36
663	71	35
664	71	35
665	71	35
666	71	35
667	71	35
668	71	35
669	71	35
670	71	35
671	71	35
672	71	34
673	72	34
674	72	34
675	72	34
676	72	34
677	72	34
678	72	34
679	72	34
680	72	34
681	72	34
682	73	33
683	73	33
684	73	33
685	73	33
686	73	33
687	73	33
688	73	33
689	73	33
690	73	33
691	74	32
692	74	32
693	74	32
694	74	32
695	74	32
696	74	32
697	74	32
698	74	32
699	74	32
700	74	31
701	75	31
702	75	31
703	75	31
704	75	31
705	75	31
706	75	31
707	75	31
708	75	31
709	76	31
710	76	30
711	76	30
712	76	30
713	76	30
714	76	30
715	76	30
716	76	30
717	76	30
718	76	30
719	77	29
720	77	29
721	77	29
722	77	29
723	77	29
724	77	29
725	77	29
726	77	29
727	77	29
728	77	28
729	78	28
730	78	28
731	78	28
732	78	28
733	78	28
734	78	28
735	78	28
736	78	28
737	78	28
738	78	27
739	79	27
740	79	27
741	79	27
742	79	27
743	79	27
744	79	27
745	79	27
746	79	27
747	79	26
748	80	26
749	80	26
750	80	26
751	80	26
752	80	26
753	80	26
754	80	26
755	80	26
756	80	25
757	80	25
758	81	25
759	81	25
760	81	25
761	81	25
762	81	25
763	81	25
764	81	25
765	81	25
766	81	24
767	82	24
768	82	24
769	82	24
770	82	24
771	82	24
772	82	24
773	82	24
774	82	24
775	83	23
776	83	23
777	83	23
778	83	23
779	83	23
780	83	23
781	83	23
782	83	23
783	83	23
784	83	22
785	84	22
786	84	22
787	84	22
788	84	22
789	84	22
790	84	22
791	84	22
792	84	22
793	84	22
794	85	21
795	85	21
796	85	21
797	85	21
798	85	21
799	85	21
800	85	21
801	85	21
802	85	21
803	86	20
804	86	20
805	86	20
806	86	20
807	86	20
808	86	20
809	86	20
810	86	20
811	86	20
812	87	20
813	87	19
814	87	19
815	87	19
816	87	19
817	87	19
818	87	19
819	87	19
820	87	19
821	88	19
822	88	18
823	88	18
824	88	18
825	88	18
826	88	18
827	88	18
828	88	18
829	88	18
830	88	18
831	89	17
832	89	17
833	89	17
834	89	17
835	89	17
836	89	17
837	89	17
838	89	17
839	89	17
840	90	17
841	90	16
842	90	16
843	90	16
844	90	16
845	90	16
846	90	16
847	90	16
848	90	16
849	90	16
850	91	15
851	91	15
852	91	15
853	91	15
854	91	15
855	91	15
856	91	15
857	91	15
858	91	15
859	91	14
860	92	14
861	92	14
862	92	14
863	92	14
864	92	14
865	92	14
866	92	14
867	92	14
868	92	14
869	93	13
870	93	13
871	93	13
872	93	13
873	93	13
874	93	13
875	93	13
876	93	13
877	93	13
878	93	12
879	94	12
880	94	12
881	94	12
882	94	12
883	94	12
884	94	12
885	94	12
886	94	12
887	94	11
888	95	11
889	95	11
890	95	11
891	95	11
892	95	11
893	95	11
894	95	11
895	95	11
896	95	11
897	95	10
898	96	10
899	96	10
900	96	10
901	96	10
902	96	10
903	96	10
904	96	10
905	96	10
906	96	9
907	96	9
908	97	9
909	97	9
910	97	9
911	97	9
912	97	9
913	97	9
914	97	9
915	97	8
916	97	8
917	97	8
918	98	8
919	98	8
920	98	8
921	98	8
922	98	8
923	98	8
924	98	8
925	98	7
926	98	7
927	99	7
928	99	7
929	99	7
930	99	7
931	99	7
932	99	7
933	99	7
934	99	6
935	99	6
936	99	6
937	100	6
938	100	6
939	100	6
940	100	6
941	100	6
942	100	6
943	100	5
944	100	5
945	100	5
946	101	5
947	101	5
948	101	5
949	101	5
950	101	5
951	101	5
952	101	5
953	101	4
954	101	4
955	102	4
956	102	4
957	102	4
958	102	4
959	102	4
960	102	4
961	102	4
962	102	3
963	102	3
964	102	3
965	103	3
966	103	3
967	103	3
968	103	3
969	103	3
970	103	3
971	103	2
972	103	2
973	103	2
974	104	2
975	104	2
976	104	2
977	104	2
978	104	2
979	104	2
980	104	2
981	104	1
982	104	1
983	104	1
984	104	1
985	105	1
986	105	1
987	105	1
988	105	1
989	105	1
990	105	0
991	105	0
992	105	0
993	105	0
994	105	0
995	106	0
996	106	0
997	106	0
998	106	0
999	106	0
